gene_id	paired_ABC284_1	paired_oxIs12_2	paired_ABC16_2	paired_oxIs12_1	paired_ABC291_1	paired_ABC291_2	paired_ABC16_1	paired_ABC284_2
WBGene00013965	18.0	104.0	114.0	215.0	33.0	23.0	142.0	43.0
WBGene00013966	228.0	305.0	154.0	193.0	182.0	169.0	172.0	274.0
WBGene00013967	288.0	327.0	287.0	264.0	403.0	436.0	356.0	359.0
WBGene00013968	56.0	64.0	36.0	55.0	84.0	54.0	41.0	64.0
WBGene00013969	1450.0	2536.0	1617.0	3083.0	1700.0	1588.0	2208.0	1648.0
WBGene00013970	68.0	130.0	66.0	98.0	61.0	120.0	114.0	148.0
WBGene00013971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00013972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00013973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00013974	1.0	4.0	3.0	2.0	2.0	0.0	2.0	1.0
WBGene00013975	24.0	7.0	16.0	5.0	41.0	30.0	18.0	15.0
WBGene00013976	58.0	86.0	101.0	50.0	89.0	82.0	53.0	76.0
WBGene00013978	104.9	193.16	158.82	151.0	104.65	127.45	152.74	56.33
WBGene00013979	170.1	253.84	187.18	218.0	160.35	156.55	223.26	79.67
WBGene00013980	40.0	127.0	25.0	112.0	30.0	21.0	47.0	14.0
WBGene00013982	35.0	38.0	31.0	31.0	30.0	39.0	23.0	46.0
WBGene00013983	1245.0	1481.0	1543.0	1349.0	1305.0	1328.0	1756.0	1325.0
WBGene00013984	84.0	97.0	139.0	109.0	144.0	132.0	144.0	247.0
WBGene00013985	2128.0	2725.0	2417.0	2296.0	2392.0	2415.0	2534.0	2451.0
WBGene00013986	803.0	978.0	1197.0	573.0	673.0	590.0	1106.0	680.0
WBGene00013987	339.0	373.0	310.0	258.0	371.0	361.0	414.0	187.0
WBGene00013988	60.0	65.0	40.0	27.0	68.0	48.0	73.0	29.0
WBGene00013989	20.0	41.0	27.0	44.0	37.0	28.0	25.0	15.0
WBGene00013993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00013994	842.0	740.0	798.0	639.0	991.0	944.0	820.0	1091.0
WBGene00013995	32.0	72.0	45.0	91.0	14.0	28.0	76.0	12.0
WBGene00013996	240.0	169.0	135.0	270.0	131.0	143.0	98.0	174.0
WBGene00013997	2238.0	3160.0	2622.0	2654.0	2600.0	2156.0	2917.0	2517.0
WBGene00013998	613.0	542.0	613.0	514.0	842.0	792.0	566.0	812.0
WBGene00013999	536.0	659.0	708.0	439.0	533.0	320.0	821.0	423.0
WBGene00014000	758.0	1025.0	531.0	1552.0	761.0	752.0	598.0	593.0
WBGene00014001	1232.0	2031.0	1470.0	1969.0	1620.0	1742.0	1534.0	1146.0
WBGene00014002	24.0	26.0	13.0	38.0	24.0	62.0	37.0	45.0
WBGene00014003	643.0	939.0	756.0	1090.0	386.0	410.0	1095.0	420.0
WBGene00014004	602.0	562.0	546.0	425.0	863.0	801.0	544.0	832.0
WBGene00014005	30.12	74.93	62.37	22.45	43.62	57.93	59.0	21.6
WBGene00014006	231.0	265.0	221.0	343.0	307.0	415.0	421.0	183.0
WBGene00014007	192.0	263.0	206.0	192.0	268.0	182.0	233.0	130.0
WBGene00014008	47.0	31.0	45.0	41.0	17.0	41.0	64.0	43.0
WBGene00014009	5.0	13.0	46.0	51.0	7.0	2.0	13.0	7.0
WBGene00014011	1026.0	1203.0	1093.0	732.0	1369.0	1365.0	1060.0	1369.0
WBGene00014012	739.0	862.0	717.0	876.0	715.0	708.0	845.0	774.0
WBGene00014013	1685.0	1482.0	1446.0	1334.0	2010.0	1920.0	1567.0	1733.0
WBGene00014014	359.0	403.0	348.0	340.0	542.0	504.0	397.0	465.0
WBGene00014015	1419.0	1337.0	1524.0	1133.0	1893.0	1656.0	1318.0	1781.0
WBGene00014016	3281.0	3791.0	2727.0	3976.0	4107.0	3877.0	2950.0	3894.0
WBGene00014017	1691.0	1397.0	1175.0	1262.0	2001.0	2023.0	1334.0	1898.0
WBGene00014018	574.0	468.0	600.0	392.0	698.0	709.0	602.0	750.0
WBGene00014019	493.0	494.0	533.0	606.0	715.0	652.0	615.0	717.0
WBGene00014020	228.0	209.0	196.0	214.0	286.0	294.0	253.0	302.0
WBGene00014021	96.0	171.0	85.0	174.0	132.0	147.0	84.0	130.0
WBGene00014022	1007.0	1201.0	886.0	1027.0	1157.0	1170.0	868.0	1332.0
WBGene00014023	1104.33	1288.96	1197.9	1187.27	1273.23	1258.23	1176.73	1314.12
WBGene00014024	33.67	45.04	38.1	84.73	28.77	35.77	57.27	32.88
WBGene00014025	1012.0	1582.0	1231.0	1608.0	1281.0	1166.0	1282.0	1222.0
WBGene00014026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014027	46.0	61.0	46.0	62.0	64.0	44.0	30.0	36.0
WBGene00014028	153.0	185.0	179.0	161.0	153.0	140.0	149.0	187.0
WBGene00014029	309.87	395.11	294.83	242.21	337.26	316.44	357.86	104.9
WBGene00014030	236.0	246.0	148.0	278.0	475.0	461.0	284.0	424.0
WBGene00014031	98.0	130.0	142.0	146.0	79.0	88.0	129.0	133.0
WBGene00014032	3.13	16.89	19.17	12.79	9.74	7.56	24.14	3.1
WBGene00014033	15.0	48.0	22.0	27.0	26.0	34.0	25.0	30.0
WBGene00014034	174.0	167.0	162.0	135.0	225.0	233.0	163.0	310.0
WBGene00014035	66.0	123.0	68.0	113.0	105.0	92.0	87.0	95.0
WBGene00014036	749.0	712.0	815.0	752.0	997.0	848.0	781.0	924.0
WBGene00014037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
WBGene00014039	213.0	1078.0	801.0	1647.0	52.0	46.0	1121.0	240.0
WBGene00014040	3.0	0.0	2.0	0.0	6.0	6.0	0.0	13.0
WBGene00014041	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
WBGene00014042	1.0	0.0	5.0	0.0	2.0	3.0	0.0	0.0
WBGene00014043	0.0	0.0	3.0	0.0	1.0	5.0	3.0	0.0
WBGene00014044	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0
WBGene00014045	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014046	2058.0	224.0	1016.0	357.0	563.0	1659.0	863.0	526.0
WBGene00014047	110.0	32.0	48.0	52.0	87.0	216.0	33.0	31.0
WBGene00014048	69.0	101.0	81.0	98.0	41.0	77.0	93.0	58.0
WBGene00014049	3.0	0.0	1.0	0.0	0.0	2.0	5.0	5.0
WBGene00014050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
WBGene00014051	309.0	608.0	435.0	779.0	354.0	329.0	473.0	438.0
WBGene00014052	121.0	98.0	65.0	36.0	145.0	170.0	90.0	105.0
WBGene00014053	452.0	365.0	89.0	158.0	510.0	402.0	195.0	284.0
WBGene00014054	1722.0	2553.0	2229.0	2262.0	2161.0	1726.0	2291.0	2249.0
WBGene00014055	42.0	50.0	52.0	48.0	31.0	29.0	36.0	29.0
WBGene00014057	261.0	123.0	190.0	67.0	249.0	211.0	140.0	211.0
WBGene00014058	1172.81	1500.0	1240.94	1431.0	1379.51	1208.6	1278.0	1414.18
WBGene00014060	31.0	29.0	33.0	46.0	52.0	40.0	30.0	41.0
WBGene00014061	2.0	0.0	0.0	0.0	2.0	3.0	2.0	4.0
WBGene00014062	92.0	99.0	92.0	101.0	66.0	64.0	114.0	28.0
WBGene00014063	9.0	14.0	6.0	10.0	17.0	14.0	2.0	2.0
WBGene00014064	2.0	0.0	3.0	0.0	2.0	0.0	0.0	3.0
WBGene00014065	6.0	8.0	11.0	12.0	16.0	3.0	10.0	3.0
WBGene00014066	381.0	390.0	397.0	324.0	392.0	400.0	368.0	461.0
WBGene00014067	2.0	2.0	0.0	5.0	0.0	0.0	20.0	7.0
WBGene00014068	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0
WBGene00014069	2.0	3.0	2.0	2.0	12.0	6.0	2.0	4.0
WBGene00014070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014073	8.0	2.0	0.0	0.0	2.0	0.0	11.0	13.0
WBGene00014074	14.0	35.0	22.91	24.33	22.91	21.0	27.74	22.0
WBGene00014075	658.0	723.0	818.0	772.0	829.0	674.0	877.0	971.0
WBGene00014076	311.0	343.0	286.0	410.0	612.0	496.0	352.0	322.0
WBGene00014077	34.0	102.0	94.0	100.0	29.0	23.0	122.0	61.0
WBGene00014078	908.0	979.0	1130.0	879.0	1100.0	930.0	1168.0	1143.0
WBGene00014079	67.0	74.0	47.0	99.0	89.0	72.0	56.0	76.0
WBGene00014080	136.0	132.0	136.0	168.0	159.0	134.0	105.0	168.0
WBGene00014081	100.0	211.0	112.0	204.0	169.0	143.0	144.0	113.0
WBGene00014082	328.0	396.0	307.0	289.0	268.0	258.0	391.0	155.0
WBGene00014083	553.0	733.0	836.0	614.0	625.0	608.0	702.0	679.0
WBGene00014084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
WBGene00014085	210.47	366.45	294.75	354.7	192.99	161.88	294.06	110.07
WBGene00014086	1808.0	2466.0	2164.0	2396.0	2279.0	1984.0	2299.0	2197.0
WBGene00014087	1126.0	1144.0	1226.0	941.0	1504.0	1389.0	1147.0	1589.0
WBGene00014088	1065.54	1530.69	1372.59	1393.29	1369.79	1314.25	1512.84	1581.95
WBGene00014089	40.0	32.0	9.0	23.0	26.0	30.0	25.0	32.0
WBGene00014090	347.0	286.0	240.0	306.0	460.0	481.0	284.0	346.0
WBGene00014091	603.0	861.0	520.0	885.0	513.0	498.0	712.0	658.0
WBGene00014092	326.0	478.79	234.0	221.0	333.74	293.9	420.0	562.0
WBGene00014093	10.0	22.21	13.0	22.0	21.26	12.1	13.0	32.0
WBGene00014094	26.0	41.0	42.0	80.0	18.0	43.0	58.0	17.0
WBGene00014095	20901.0	27732.0	25709.0	25175.0	21466.0	20834.0	26281.0	27672.0
WBGene00014096	1948.0	2183.0	1873.0	2139.0	2388.0	2354.0	2053.0	2357.0
WBGene00014097	887.0	169.0	356.0	70.0	1607.0	1287.0	319.0	1520.0
WBGene00014098	1566.0	2097.0	1724.0	1738.0	1821.0	1631.0	1866.0	2249.0
WBGene00014099	13.0	25.0	14.0	33.0	13.0	14.0	29.0	24.0
WBGene00014100	100.0	298.0	210.0	318.0	62.0	100.0	260.0	84.0
WBGene00014101	24.0	38.0	18.0	26.0	24.0	27.0	33.0	34.0
WBGene00014102	117.0	207.0	165.0	247.0	62.0	89.0	155.0	50.0
WBGene00014103	63.0	110.0	97.0	150.0	50.0	56.0	136.0	33.0
WBGene00014104	27.0	60.0	33.0	30.0	50.0	34.0	36.0	25.0
WBGene00014105	10.0	4.0	12.0	5.0	1.0	0.0	2.0	2.0
WBGene00014106	58.0	134.0	92.0	147.0	88.0	66.0	122.0	81.0
WBGene00014107	0.0	5.0	7.0	14.0	2.0	5.0	2.0	4.0
WBGene00014108	985.0	1120.0	805.0	1203.0	1086.0	1338.0	1096.0	1087.0
WBGene00014109	732.0	840.0	575.0	877.0	899.0	866.0	642.0	707.0
WBGene00014111	295.0	377.0	316.0	349.0	364.0	371.0	386.0	372.0
WBGene00014112	436.0	425.0	585.0	447.0	555.0	600.0	610.0	617.0
WBGene00014113	1287.0	1272.0	1405.0	888.0	1654.0	1456.0	1293.0	1588.0
WBGene00014114	1036.0	1096.0	1120.0	935.0	1360.0	1186.0	1042.0	1435.0
WBGene00014115	3088.0	2959.0	3156.0	2239.0	4524.0	3686.0	2881.0	4918.0
WBGene00014116	555.0	478.0	410.0	312.0	585.0	410.0	473.0	285.0
WBGene00014117	1116.0	400.0	660.0	135.0	2201.0	1549.0	498.0	2276.0
WBGene00014118	174.0	227.0	201.0	223.0	226.0	236.0	186.0	211.0
WBGene00014119	2234.0	2928.0	2951.0	2758.0	2621.0	2545.0	2748.0	2392.0
WBGene00014120	704.0	735.0	724.0	527.0	756.0	731.0	794.0	803.0
WBGene00014121	258.0	302.0	253.0	208.0	285.0	215.0	290.0	84.0
WBGene00014122	0.0	5.0	1.0	2.0	4.0	2.0	1.0	14.0
WBGene00014123	634.0	845.0	853.0	628.0	741.0	726.0	763.0	846.0
WBGene00014124	1851.0	1459.0	1684.0	1133.0	2469.0	2131.0	1596.0	2468.0
WBGene00014125	107.0	211.0	35.0	81.0	93.0	62.0	89.0	102.0
WBGene00014126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014127	171.0	166.0	145.0	109.0	142.0	133.0	172.0	89.0
WBGene00014128	48.0	45.0	35.0	27.0	30.0	39.0	58.0	20.0
WBGene00014129	250.0	273.0	237.0	204.0	236.0	173.0	359.0	112.0
WBGene00014130	14.0	18.0	9.0	14.0	18.0	11.0	7.0	7.0
WBGene00014131	4.0	3.0	1.0	1.0	6.0	6.0	5.0	3.0
WBGene00014132	30.0	46.0	79.0	36.0	19.0	25.0	98.0	21.0
WBGene00014134	6.0	25.0	20.0	42.0	23.0	21.0	28.0	20.0
WBGene00014135	16.0	162.0	24.0	111.0	54.0	62.0	48.0	77.0
WBGene00014136	91.0	289.0	88.0	441.0	157.0	121.0	140.0	17.0
WBGene00014137	197.0	303.0	165.0	374.0	369.0	332.0	198.0	228.0
WBGene00014138	231.0	453.0	251.0	477.0	459.0	412.0	265.0	256.0
WBGene00014139	938.0	1332.0	1063.0	1094.0	1112.0	1030.0	1086.0	1026.0
WBGene00014140	104.0	161.0	111.0	199.0	123.0	121.0	144.0	85.0
WBGene00014141	577.0	935.0	818.0	1118.0	699.0	650.0	974.0	676.0
WBGene00014142	0.0	1.0	4.0	9.0	8.0	2.0	4.0	1.0
WBGene00014143	0.0	0.0	0.0	0.0	2.0	0.0	0.0	10.68
WBGene00014144	0.0	0.0	0.0	0.0	1.0	2.0	0.0	7.32
WBGene00014145	1.0	6.0	2.0	16.0	5.0	10.0	2.0	12.0
WBGene00014147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014148	531.0	1176.0	998.0	2069.0	468.0	541.0	1419.0	366.0
WBGene00014149	0.0	1.0	2.0	3.0	0.0	2.0	0.0	6.0
WBGene00014150	197.0	195.0	129.0	112.0	201.0	215.0	204.0	136.0
WBGene00014151	1355.0	1594.0	1230.0	1324.0	1542.0	1325.0	1326.0	1572.0
WBGene00014152	329.0	332.0	231.0	274.0	446.0	398.0	310.0	387.0
WBGene00014153	118.0	144.0	140.0	210.0	110.0	93.0	131.0	147.0
WBGene00014154	185.0	264.0	169.0	250.0	180.0	213.0	207.0	104.0
WBGene00014155	7.0	24.0	19.0	51.0	2.0	7.0	18.0	7.0
WBGene00014156	59.0	58.0	45.0	42.0	20.0	42.0	68.0	41.0
WBGene00014157	100.0	107.0	98.0	125.0	85.0	120.0	159.0	63.0
WBGene00014158	1359.0	1572.0	1154.0	939.0	1723.0	1524.0	1291.0	842.0
WBGene00014159	23.0	35.0	26.0	29.0	12.0	38.0	33.0	62.0
WBGene00014160	5.0	6.0	4.0	9.0	14.0	9.0	0.0	9.0
WBGene00014161	9.0	2.0	1.0	8.0	2.0	8.0	6.0	8.0
WBGene00014162	3.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0
WBGene00014163	271.0	130.0	267.0	163.0	399.0	384.0	272.0	459.0
WBGene00014164	669.0	1252.0	1012.0	1645.0	395.0	511.0	1106.0	654.0
WBGene00014165	3996.0	4709.0	4947.0	4160.0	4058.0	3936.0	5625.0	4019.0
WBGene00014166	72.0	65.0	52.0	46.0	105.0	104.0	52.0	117.0
WBGene00014168	118.0	142.0	116.0	98.0	90.0	83.0	133.0	59.0
WBGene00014169	939.0	1219.0	881.0	777.0	842.0	885.0	938.0	511.0
WBGene00014170	44.0	66.0	48.0	64.0	18.0	14.0	51.0	16.0
WBGene00014171	85.0	228.0	119.0	188.0	174.0	170.0	173.0	216.0
WBGene00014172	491.0	798.0	627.0	615.0	533.0	484.0	658.0	540.0
WBGene00014173	162.0	688.0	45.0	1163.0	590.0	612.0	139.0	22.0
WBGene00014174	118.0	134.0	96.0	106.0	74.0	127.0	160.0	52.0
WBGene00014175	44.0	19.0	24.0	31.0	28.0	38.0	30.0	67.0
WBGene00014176	510.0	678.0	603.0	580.0	599.0	577.0	600.0	672.0
WBGene00014177	518.0	422.0	482.0	444.0	847.0	742.0	539.0	895.0
WBGene00014178	19.0	66.0	35.0	64.0	15.0	8.0	61.0	28.0
WBGene00014179	880.0	1636.0	1019.0	1182.0	702.0	898.0	1143.0	419.0
WBGene00014180	3.0	7.0	0.0	3.0	2.0	3.0	7.0	0.0
WBGene00014181	38.0	65.0	59.0	67.0	13.0	52.0	37.0	40.0
WBGene00014182	2.5	194.5	7.0	654.5	10.0	18.5	1.5	6.5
WBGene00014183	7.0	774.0	0.0	2314.0	59.0	59.0	0.0	33.0
WBGene00014184	0.0	11.0	0.0	60.0	5.0	0.0	0.0	1.0
WBGene00014185	3.0	0.0	0.0	25.83	1.13	0.0	0.0	0.16
WBGene00014186	2.0	7.29	0.0	0.0	0.0	1.0	0.0	5.0
WBGene00014188	2.5	194.5	7.0	654.5	10.0	18.5	1.5	6.5
WBGene00014189	2.0	16.63	0.0	18.86	0.0	5.12	2.0	0.0
WBGene00014190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
WBGene00014191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014192	2.0	2.0	0.0	0.0	0.0	1.0	0.0	11.0
WBGene00014193	4.0	0.0	0.0	6.0	6.0	2.0	0.0	0.0
WBGene00014194	91.0	107.0	59.0	90.0	119.0	90.0	88.0	51.0
WBGene00014195	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014196	3.0	6.0	1.0	4.0	1.0	4.0	1.0	0.0
WBGene00014197	587.0	786.0	569.0	556.0	406.0	408.0	684.0	267.0
WBGene00014198	3.0	10.0	2.0	5.0	2.0	8.0	12.0	6.0
WBGene00014199	25.0	25.0	17.0	17.0	86.0	46.0	29.0	154.0
WBGene00014200	20.0	17.0	21.0	17.0	24.0	27.0	13.0	22.0
WBGene00014201	110.0	201.0	109.0	176.0	65.0	75.0	113.0	50.0
WBGene00014202	1990.0	2364.0	1970.0	2195.0	2673.0	2571.0	2018.0	2402.0
WBGene00014203	122.0	130.0	113.0	86.0	150.0	121.0	116.0	191.0
WBGene00014204	2846.0	2865.0	3237.0	2931.0	3308.0	2853.0	3357.0	3617.0
WBGene00014205	181.0	138.0	174.0	119.0	248.0	236.0	201.0	246.0
WBGene00014206	56.0	209.0	66.0	128.0	40.0	62.0	84.0	131.0
WBGene00014207	1560.0	2221.0	1244.0	1969.0	1293.0	1444.0	1608.0	1400.0
WBGene00014208	2068.0	3565.0	2851.0	2859.0	2173.0	2236.0	3214.0	2224.0
WBGene00014209	633.0	588.0	656.0	556.0	820.0	759.0	706.0	827.0
WBGene00014210	38.0	53.0	42.0	91.0	31.0	35.0	41.0	60.0
WBGene00014213	491.0	558.0	421.0	423.0	625.0	568.0	425.0	590.0
WBGene00014214	53.0	104.0	61.0	68.0	58.0	75.0	114.0	73.0
WBGene00014215	472.0	784.0	553.0	882.0	468.0	611.0	572.0	577.0
WBGene00014216	5.0	14.0	14.0	15.0	4.0	18.0	9.0	2.0
WBGene00014217	2.0	1.0	30.0	2.0	0.0	3.0	14.0	0.0
WBGene00014218	1272.0	1342.0	1323.0	1106.0	1641.0	1591.0	1393.0	1791.0
WBGene00014219	478.0	594.0	494.0	428.0	658.0	590.0	514.0	703.0
WBGene00014220	64.0	30.0	64.0	35.0	79.0	96.0	63.0	100.0
WBGene00014221	472.0	482.0	515.0	436.0	520.0	513.0	507.0	506.0
WBGene00014222	339.0	368.0	370.0	446.0	400.0	412.0	376.0	509.0
WBGene00014223	137.0	190.0	183.0	136.0	108.0	145.0	201.0	78.0
WBGene00014224	219.0	319.0	362.0	332.0	305.0	336.0	324.0	316.0
WBGene00014225	27.0	19.0	9.0	13.0	17.0	20.0	24.0	14.0
WBGene00014226	145.6	155.58	142.67	232.62	172.71	165.46	164.56	220.53
WBGene00014227	391.0	402.0	429.0	446.0	482.0	391.0	423.0	517.0
WBGene00014228	190.0	146.0	174.0	167.0	266.0	246.0	187.0	298.0
WBGene00014229	102.0	260.0	146.0	163.0	94.0	128.0	208.0	62.0
WBGene00014230	364.0	357.0	427.0	336.0	578.0	562.0	405.0	472.0
WBGene00014232	1004.0	933.0	1045.0	831.0	1214.0	1093.0	1029.0	1069.0
WBGene00014233	218.0	419.0	257.0	472.0	147.0	140.0	393.0	162.0
WBGene00014234	518.0	478.0	495.0	514.0	659.0	619.0	506.65	704.0
WBGene00014235	0.0	0.0	11.0	0.0	0.0	1.0	0.0	7.0
WBGene00014236	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014238	197.0	240.0	185.0	209.0	224.0	164.0	277.0	140.0
WBGene00014239	77.0	74.0	49.0	40.0	98.0	58.0	69.0	61.0
WBGene00014240	381.0	436.0	369.0	314.0	359.0	299.0	472.0	191.0
WBGene00014241	74.0	81.0	75.0	139.0	46.0	59.0	111.0	25.0
WBGene00014242	0.0	0.0	1.0	0.0	3.0	5.0	0.0	5.0
WBGene00014243	1278.0	1553.0	1491.0	1289.0	1480.0	1472.0	1452.0	1666.0
WBGene00014244	262.0	630.0	680.0	885.0	199.0	221.0	696.0	473.0
WBGene00014245	50.0	54.0	25.0	84.0	8.0	22.0	63.0	5.0
WBGene00014246	78.0	188.0	91.0	97.0	129.0	92.0	135.0	73.0
WBGene00014247	295.0	426.0	252.0	247.0	373.0	275.0	352.0	192.0
WBGene00014248	13.0	7.0	5.0	5.0	8.0	13.0	9.0	26.0
WBGene00014249	2061.0	2565.0	2271.0	2604.0	2442.0	2365.0	2429.0	2379.0
WBGene00014250	490.0	459.0	427.0	347.0	614.0	562.0	409.0	662.0
WBGene00014251	180.0	285.0	184.0	226.0	282.0	199.0	181.0	243.0
WBGene00014252	989.0	2222.0	1610.0	2809.0	1658.0	1853.0	1471.0	1124.0
WBGene00014253	496.0	1945.0	734.0	2010.0	1174.0	1262.0	721.0	630.0
WBGene00014254	10.0	13.0	11.0	7.0	24.0	18.0	12.0	11.0
WBGene00014255	5.0	7.0	5.0	0.0	2.0	4.0	3.0	4.0
WBGene00014256	185.0	183.0	179.0	136.0	258.0	237.0	164.0	320.0
WBGene00014258	1969.0	1897.0	1695.0	1442.0	2381.0	2034.0	1882.0	1893.0
WBGene00014259	65.0	120.0	126.0	138.0	129.0	156.0	129.0	149.0
WBGene00014260	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014261	101.0	149.0	75.0	160.0	105.0	131.0	99.0	196.0
WBGene00014262	1173.0	1927.0	1035.0	1701.0	1266.0	1123.0	1464.0	1302.0
WBGene00014263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014270	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014280	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014294	190.0	109.0	170.0	156.0	198.0	159.0	186.0	225.0
WBGene00014295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014300	247.0	341.0	217.0	438.0	100.0	194.0	280.0	225.0
WBGene00014301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014307	1461.0	2480.0	1584.0	2698.0	1897.0	1824.0	1923.0	1837.0
WBGene00014308	331.0	369.0	285.0	569.0	275.0	414.0	337.0	499.0
WBGene00014309	7254.0	11360.0	7517.0	13405.0	8064.0	7508.0	8450.0	9000.0
WBGene00014310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WBGene00014323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
